user_id,timestamp,lat,lng,rainfall_mm,aqi,temperature,speed_kmh,distance_moved_m,claim_amount,claim_time_gap_min,device_count,kyc_score,ip_distance_km,is_active,weekly_premium
4470,2026-02-21 01:49,22.34591,70.41759,0.0,99.85,27.73,20.36,1508.98,100,219.67,1,93.82,8.18,1,56.04
4471,2026-01-27 22:51,23.31553,84.50708,0.0,67.77,35.29,24.08,1326.53,200,471.87,1,93.45,4.4,1,48.92
4472,2026-01-11 08:47,10.21741,70.44065,10.54,69.69,25.17,22.96,554.6,100,459.58,1,93.88,0.17,1,49.74
4473,2026-01-31 12:53,20.87808,69.22348,25.68,30.0,32.64,27.16,1983.82,380,416.47,2,57.4,146.25,1,152.34
4474,2026-03-01 21:35,9.41887,75.86702,21.68,55.58,28.59,7.81,1337.87,120,485.75,1,89.3,6.9,1,66.05
4475,2026-02-23 22:53,24.78172,71.00936,0.0,119.63,33.5,20.14,1683.95,150,211.31,1,97.54,7.98,1,62.81
4476,2026-02-22 18:24,16.322,82.26887,11.61,66.05,33.82,19.29,780.01,200,5.0,1,97.94,3.58,1,42.02
4477,2026-01-07 21:57,17.40231,75.71863,0.0,30.0,21.6,19.87,1672.97,150,504.63,1,89.68,6.67,1,53.75
4478,2026-01-04 02:16,28.54761,81.06376,0.0,58.4,27.31,0.41,18.2,360,30.74,4,48.8,88.69,0,133.38
4479,2026-01-24 11:14,9.08745,73.5343,0.0,75.73,41.06,29.44,563.31,380,177.19,4,49.26,152.53,1,124.74
4480,2026-02-23 11:37,27.30478,70.82386,4.23,68.62,40.58,18.86,1894.77,350,114.46,4,48.09,65.73,1,140.44
4481,2026-02-21 03:16,14.4057,69.46672,21.25,139.53,38.24,1.23,26.5,100,27.52,1,94.9,6.67,0,102.05
4482,2026-01-22 03:29,15.27019,79.735,0.82,90.42,18.46,8.1,1134.41,200,272.83,1,99.95,5.95,1,44.5
4483,2026-02-05 17:07,11.12424,68.87811,19.71,31.48,27.82,23.57,0.0,360,367.1,2,31.27,219.14,1,138.9
4484,2026-02-11 00:37,27.00522,81.82531,15.57,38.95,28.51,25.47,1365.32,350,302.79,5,34.45,131.93,1,128.92
4485,2026-02-17 20:00,16.31597,88.39664,32.63,92.93,35.08,15.34,2230.84,120,611.59,1,88.9,3.07,1,70.22
4486,2026-02-20 06:18,17.8749,74.07494,27.87,78.72,43.14,2.29,24.15,180,18.69,1,77.55,4.14,0,77.82
4487,2026-01-10 13:18,19.59781,77.0181,19.02,99.09,37.5,21.98,894.22,380,262.85,2,35.99,126.07,1,127.83
4488,2026-02-04 16:02,21.21854,85.90296,14.87,69.88,23.83,2.72,13.52,180,22.79,1,88.82,9.33,0,57.33
4489,2026-02-27 19:53,12.76751,88.30598,15.65,126.15,25.76,14.74,1013.71,370,87.04,5,60.05,64.37,1,121.84
4490,2026-02-23 11:00,19.16438,71.8957,10.46,182.07,34.01,10.98,1272.41,380,490.24,5,53.55,231.15,1,161.97
4491,2026-01-21 14:35,9.69408,69.83925,26.72,53.95,23.47,19.66,306.5,100,402.73,1,83.12,8.23,1,64.06
4492,2026-01-16 00:01,24.01532,84.72461,39.12,90.06,33.09,27.08,583.81,100,317.31,1,93.93,7.73,1,70.8
4493,2026-01-27 13:20,10.21077,79.97318,0.0,79.03,17.74,9.16,27.9,180,141.59,1,98.65,9.36,1,43.38
4494,2026-01-25 11:12,17.43837,84.5673,21.14,104.09,20.66,8.13,1051.29,200,283.94,1,86.25,2.7,1,63.23
4495,2026-01-04 10:32,11.08527,74.88917,6.87,70.87,39.58,13.8,954.68,120,345.65,1,75.18,4.36,1,51.25
4496,2026-02-18 21:49,19.91769,77.44184,1.47,53.93,23.64,15.0,307.97,150,5.0,1,89.89,5.91,1,52.88
4497,2026-02-12 17:53,11.92959,70.97876,7.18,111.96,24.65,6.56,1010.61,200,384.64,1,76.37,2.75,1,50.55
4498,2026-01-16 19:26,11.8834,72.18124,29.92,169.33,27.97,2.58,32.72,370,47.72,4,36.98,272.2,0,178.42
4499,2026-02-14 14:47,26.52965,69.29209,7.59,121.62,32.8,12.97,559.61,370,635.49,2,55.87,258.75,1,153.25
4500,2026-02-20 17:30,14.55233,77.42398,27.17,94.48,43.36,19.97,570.58,370,523.39,5,45.73,142.32,1,148.36
4501,2026-01-19 13:08,21.97242,87.19685,0.0,73.74,32.15,13.7,1305.93,100,370.52,1,78.6,6.43,1,49.61
4502,2026-01-12 16:29,13.41403,71.47512,4.46,32.34,33.74,11.18,405.23,370,301.14,5,36.9,247.09,1,122.4
4503,2026-01-01 18:54,12.81517,74.66967,0.0,121.64,34.0,12.34,1140.44,120,244.02,1,91.91,9.96,1,72.43
4504,2026-02-22 03:47,21.95914,86.05261,25.61,93.56,24.6,24.65,2380.78,150,123.54,1,96.34,9.11,1,69.33
4505,2026-02-21 00:24,24.80386,73.75042,0.0,30.0,28.36,0.0,2149.65,100,413.66,1,99.26,4.27,1,53.22
4506,2026-01-19 07:49,9.08582,86.94218,9.23,82.33,30.84,34.65,1435.99,200,554.38,1,88.69,4.79,1,55.37
4507,2026-02-16 09:32,14.98751,69.80951,0.0,117.09,24.53,20.59,1243.59,350,428.97,3,30.52,95.15,1,131.37
4508,2026-02-09 17:07,13.86361,82.60537,9.98,73.09,36.65,22.29,1177.81,150,536.43,1,88.6,7.4,1,47.7
4509,2026-01-07 16:10,24.23359,68.49874,13.62,91.76,21.97,24.23,663.26,180,109.78,1,93.98,3.58,1,64.31
4510,2026-02-17 07:52,18.53218,79.43297,26.18,30.0,37.05,0.16,5.32,150,45.16,1,76.92,6.24,0,77.02
4511,2026-01-08 01:08,20.24188,68.85028,32.3,30.0,21.35,12.85,1787.62,100,678.31,1,97.28,4.78,1,68.4
4512,2026-02-15 15:04,18.95248,85.80867,2.7,125.11,27.66,11.3,1072.29,200,326.57,1,89.88,3.28,1,66.01
4513,2026-01-02 15:24,16.44181,85.40982,13.67,33.92,17.38,14.55,1723.21,200,273.42,1,99.71,3.74,1,51.45
4514,2026-02-05 11:32,26.50969,68.20365,29.35,141.97,22.2,15.64,119.49,200,519.01,1,87.64,8.98,1,90.64
4515,2026-02-17 00:35,16.95084,86.98262,6.44,210.37,30.68,11.35,756.34,200,437.97,1,84.73,9.2,1,68.15
4516,2026-01-06 03:52,11.63959,72.5295,8.56,56.58,27.79,25.72,900.58,200,573.57,1,75.78,2.87,1,59.86
4517,2026-01-20 09:38,13.74078,71.41216,18.73,150.07,30.36,13.26,667.73,180,482.29,1,75.03,0.87,1,78.35
4518,2026-01-21 03:47,27.83753,74.18217,7.18,127.45,41.89,0.11,21.34,150,8.86,1,86.34,1.22,0,84.27
4519,2026-02-22 09:50,28.2426,73.70801,0.0,77.61,34.14,11.04,1211.25,100,656.05,1,89.93,6.38,1,43.86
4520,2026-02-13 19:51,20.16408,77.4148,0.0,60.59,33.92,23.35,495.47,200,488.49,1,99.29,7.72,1,52.9
4521,2026-01-05 03:19,12.53871,77.17476,33.18,53.06,33.04,23.41,1486.23,200,591.36,1,91.68,8.37,1,65.02
4522,2026-02-11 14:26,26.61315,82.8634,0.0,30.0,30.92,27.55,2557.15,180,751.65,1,93.83,1.76,1,55.04
4523,2026-02-26 23:24,24.11631,87.54135,0.0,166.32,37.73,20.4,1743.78,120,560.23,1,86.68,8.85,1,56.83
4524,2026-01-09 16:47,27.57366,76.05081,5.92,112.12,37.16,19.12,1317.96,200,467.62,1,95.96,4.94,1,54.55
4525,2026-01-24 13:50,28.38221,81.52857,29.85,64.68,38.4,20.36,1770.31,200,459.72,1,76.43,6.63,1,76.66
4526,2026-02-04 12:32,21.23065,70.38643,16.74,51.01,30.6,38.2,675.57,350,5.0,2,63.39,245.35,1,98.08
4527,2026-01-22 19:30,23.68656,72.30968,0.35,132.15,24.01,13.66,575.63,350,190.77,4,41.89,99.44,1,155.0
4528,2026-02-01 16:43,20.38202,78.51875,0.0,116.03,33.0,21.02,1095.45,200,474.39,1,83.23,4.28,1,50.21
4529,2026-01-01 20:07,18.59837,82.56986,0.0,135.18,28.3,11.52,610.41,180,685.92,1,76.51,2.9,1,73.18
4530,2026-01-01 06:19,25.07599,85.14536,0.0,90.05,31.37,20.26,1749.29,200,424.71,1,80.17,1.83,1,47.16
4531,2026-02-09 10:54,20.29729,73.72417,15.35,58.97,32.19,8.74,2840.07,100,610.24,1,76.35,7.6,1,46.28
4532,2026-01-28 09:10,18.17962,85.51163,6.57,96.83,31.45,18.29,409.99,120,552.59,1,90.49,3.8,1,52.31
4533,2026-02-06 17:19,28.32247,86.94617,12.54,67.42,35.51,0.78,42.51,100,37.72,1,91.1,3.03,0,56.11
4534,2026-01-10 23:46,27.5401,81.36115,18.88,82.9,30.14,15.45,590.45,180,487.95,1,99.8,2.71,1,48.87
4535,2026-01-30 22:12,18.88678,79.29001,0.0,116.65,32.22,14.23,506.42,120,373.97,1,75.33,2.46,1,50.64
4536,2026-02-25 09:12,18.21647,81.54152,0.0,52.31,32.41,2.01,31.0,180,4.85,1,88.05,2.05,0,69.67
4537,2026-02-11 06:30,14.66873,81.22954,10.33,130.33,35.24,25.12,1620.78,200,404.83,1,78.79,6.12,1,68.09
4538,2026-02-15 00:09,26.29827,69.12934,22.18,114.45,33.83,22.45,1052.14,150,282.19,1,83.73,3.42,1,70.38
4539,2026-01-17 01:17,15.31364,70.93722,41.62,125.21,29.7,29.14,1865.22,100,110.23,1,95.26,6.38,1,88.86
4540,2026-02-25 10:28,21.63515,71.019,0.0,30.0,28.3,12.63,1455.52,120,390.45,1,85.51,9.31,1,48.88
4541,2026-01-05 21:13,14.7784,71.67522,33.13,136.38,21.09,0.8,22.86,120,39.61,1,85.32,7.96,0,99.58
4542,2026-02-11 18:03,22.83383,82.93628,6.07,116.52,38.97,19.6,1750.82,100,5.0,1,80.51,1.18,1,48.33
4543,2026-02-22 21:33,28.52441,87.27649,0.0,130.43,31.03,17.73,1830.43,200,287.8,1,81.27,4.42,1,80.89
4544,2026-02-03 16:22,14.01576,81.33315,0.0,113.92,21.37,10.29,171.39,200,360.52,1,81.7,5.22,1,52.43
4545,2026-01-19 07:56,11.60904,83.68351,0.0,112.55,28.56,25.61,1335.9,370,5.0,3,55.64,144.84,1,131.68
4546,2026-01-16 10:56,21.54093,70.68345,3.14,135.13,29.9,38.55,1643.07,100,677.5,1,76.86,8.4,1,71.16
4547,2026-01-14 19:56,13.84449,87.2177,7.75,69.63,27.29,2.19,44.4,350,20.28,4,59.27,83.67,0,139.88
4548,2026-01-26 04:19,15.90304,82.34625,16.56,67.56,33.05,0.02,15.29,200,40.98,1,96.8,7.61,0,72.28
4549,2026-01-26 23:15,8.74626,77.81045,2.93,123.69,17.91,1.76,3.25,150,21.76,1,80.6,3.12,0,77.23
4550,2026-01-22 03:29,16.85378,73.64948,6.53,75.14,31.76,20.76,17.48,100,540.84,1,75.96,8.78,1,45.77
4551,2026-01-09 16:58,8.55786,80.77652,0.0,183.8,26.39,14.4,1182.98,360,380.07,2,48.19,130.85,1,141.63
4552,2026-02-23 03:53,25.63936,73.87416,26.53,117.67,13.22,25.49,1355.3,150,198.91,1,94.41,8.69,1,65.37
4553,2026-02-20 07:58,14.35929,79.16864,4.38,76.91,30.47,2.38,34.54,180,16.97,1,86.25,2.75,0,63.62
4554,2026-02-24 05:37,19.25842,86.39423,35.6,120.64,30.07,16.06,1416.52,380,246.96,4,48.89,175.89,1,170.77
4555,2026-02-25 00:00,14.82094,80.69331,0.0,133.49,26.25,12.78,112.33,350,394.21,4,67.71,143.32,1,122.94
4556,2026-02-04 14:02,12.12232,70.26606,40.21,165.32,21.28,11.95,861.25,120,634.26,1,77.82,9.32,1,89.76
4557,2026-01-27 11:02,24.20775,73.61132,14.52,96.33,32.29,24.98,1533.74,180,196.03,1,76.19,2.13,1,42.28
4558,2026-01-15 09:04,20.51525,85.14878,9.48,56.31,28.14,25.74,1309.14,370,339.78,4,32.18,283.59,1,137.66
4559,2026-01-18 16:11,13.76173,78.41746,39.03,70.22,28.26,15.97,1347.1,120,530.25,1,95.54,9.74,1,73.47
4560,2026-02-16 00:52,28.30375,85.35089,1.22,128.11,26.63,18.29,375.09,180,335.62,1,99.5,4.98,1,68.5
4561,2026-03-01 20:43,10.52757,83.03356,5.53,126.0,24.28,13.89,834.75,180,329.91,1,96.72,7.7,1,67.93
4562,2026-01-13 15:10,13.25192,84.49132,0.0,72.43,33.22,23.95,2099.22,150,364.36,1,96.66,6.46,1,39.24
4563,2026-01-02 20:52,19.96777,82.20528,23.65,86.26,32.39,26.11,2187.6,100,708.55,1,89.62,2.05,1,62.96
4564,2026-02-25 05:12,23.47138,80.42343,22.56,90.22,20.96,30.8,0.0,180,60.75,1,79.46,8.32,1,68.96
4565,2026-01-09 08:25,11.40377,82.83662,6.36,43.0,19.29,15.67,1564.77,350,495.61,3,37.87,82.22,1,135.04
4566,2026-03-01 22:53,20.75875,82.18945,0.0,134.31,31.96,23.63,1968.7,200,798.77,1,97.41,2.35,1,67.23
4567,2026-01-11 03:40,27.44632,82.55699,12.38,100.26,25.07,14.51,1725.63,200,177.06,1,79.73,0.24,1,48.04
4568,2026-02-12 03:06,25.29742,84.47798,16.11,55.11,30.78,13.23,1512.71,380,760.28,5,68.62,97.73,1,104.32
4569,2026-03-01 15:22,19.35331,86.42497,21.31,58.33,32.45,2.73,24.38,180,46.26,1,99.83,8.71,0,79.34
4570,2026-02-28 09:24,10.30735,71.64421,43.81,114.87,30.01,8.28,887.3,100,513.5,1,84.97,5.51,1,64.55
4571,2026-01-18 22:37,17.70401,85.73875,0.0,34.2,15.02,34.01,659.35,150,298.4,1,75.98,3.7,1,56.39
4572,2026-01-26 12:21,9.57062,72.07127,6.47,115.0,33.6,13.31,861.04,180,218.96,1,96.42,5.78,1,44.01
4573,2026-02-01 22:10,21.33481,79.5275,0.67,60.65,37.72,12.59,1714.36,350,163.08,3,49.36,72.05,1,125.74
4574,2026-02-18 00:44,22.47143,80.88586,11.28,108.14,30.01,2.36,33.74,180,48.75,1,78.21,3.08,0,59.36
4575,2026-02-23 09:39,28.55477,77.17623,0.0,116.47,28.54,13.74,1124.33,380,443.74,2,67.14,246.31,1,107.68
4576,2026-01-14 06:09,8.5116,70.8001,0.0,59.04,24.09,17.13,1174.56,200,643.03,1,78.01,1.06,1,49.75
4577,2026-01-10 06:29,21.47785,72.98379,14.39,78.98,27.69,5.9,1506.09,100,597.69,1,80.06,1.1,1,53.04
4578,2026-01-22 20:05,17.0482,72.47415,22.08,31.17,24.77,25.38,1085.74,120,29.5,1,89.04,7.76,1,67.02
4579,2026-02-15 00:38,16.26049,84.78108,33.51,112.32,31.31,1.48,31.29,150,10.6,1,76.24,9.06,0,83.13
4580,2026-02-05 15:52,14.02692,72.52472,10.88,95.58,39.42,0.86,26.13,200,49.81,1,78.92,4.97,0,53.77
4581,2026-01-19 23:25,23.96286,81.852,47.03,30.0,35.32,10.44,2389.82,150,421.96,1,78.22,7.57,1,71.65
4582,2026-01-25 05:56,14.38134,70.79542,0.0,30.0,32.46,13.07,1524.94,100,623.45,1,84.0,9.42,1,48.92
4583,2026-01-13 13:33,28.28542,88.37805,20.25,93.82,25.42,23.76,925.79,180,352.75,1,82.5,0.84,1,53.43
4584,2026-01-02 05:02,21.17796,86.42029,23.33,63.4,28.01,1.74,39.47,200,28.17,1,90.56,6.53,0,81.34
4585,2026-01-02 09:09,9.83398,82.86311,13.77,152.71,40.47,2.0,23.92,100,30.52,1,94.08,3.19,0,86.88
4586,2026-01-15 22:50,14.84919,80.5158,44.35,139.85,30.24,30.76,1249.25,370,390.52,4,44.72,90.46,1,165.84
4587,2026-02-10 21:37,20.27955,78.28606,0.0,56.43,27.43,25.13,644.63,150,513.96,1,82.7,7.11,1,54.14
4588,2026-01-01 10:29,8.97069,86.60605,10.08,56.61,37.52,20.39,1264.01,200,534.65,1,77.21,4.88,1,46.22
4589,2026-02-25 16:31,13.76414,73.93607,8.83,111.08,14.12,22.62,1441.19,150,423.76,1,76.4,7.48,1,40.19
4590,2026-01-17 05:58,20.88074,84.77514,12.54,37.43,30.35,7.18,1376.44,100,159.23,1,88.05,9.05,1,37.5
4591,2026-01-12 01:41,15.60761,84.42788,0.0,50.04,23.6,16.88,1063.18,120,502.21,1,87.0,3.34,1,51.14
4592,2026-01-23 22:39,19.04456,68.5295,11.27,112.03,32.24,24.76,1268.75,120,431.65,1,96.01,2.72,1,49.27
4593,2026-02-12 20:18,11.15815,68.43736,21.87,153.61,24.0,6.8,1726.0,350,410.19,2,69.48,278.67,1,140.33
4594,2026-02-19 20:19,13.51512,74.16114,1.48,51.85,26.35,0.29,2.32,100,24.59,1,98.39,1.03,0,59.49
4595,2026-01-04 07:28,20.8178,73.07847,6.69,30.0,39.15,16.59,2265.35,360,532.38,5,49.38,270.31,1,123.07
4596,2026-02-13 14:37,13.40804,70.01301,0.0,106.3,29.45,16.73,2283.74,180,340.38,1,83.64,6.75,1,52.06
4597,2026-01-14 18:32,16.38537,83.5887,1.96,105.78,31.74,0.0,1507.59,150,237.43,1,90.62,3.23,1,55.26
4598,2026-02-02 14:44,28.60753,87.35719,0.0,52.78,35.64,17.5,1971.07,100,56.05,1,99.53,8.89,1,49.02
4599,2026-02-04 11:14,13.70336,70.22728,37.74,109.98,25.33,25.22,661.43,100,411.78,1,90.04,3.53,1,65.05
4600,2026-02-14 21:02,21.30302,78.49923,30.21,77.97,20.16,22.64,988.83,120,752.48,1,76.74,0.47,1,68.54
4601,2026-02-23 20:07,21.33441,75.32042,17.79,101.05,15.54,19.82,1851.37,100,464.66,1,76.29,6.31,1,51.31
4602,2026-01-06 10:55,18.2241,75.60344,18.75,47.59,36.22,10.29,1854.52,200,533.7,1,79.67,6.48,1,43.65
4603,2026-02-12 13:26,12.92719,78.98539,16.85,96.76,27.93,30.57,562.57,150,366.51,1,95.12,9.56,1,51.46
4604,2026-01-04 11:46,11.35458,70.10175,14.37,160.55,30.86,25.94,2298.44,180,76.59,1,83.93,2.95,1,78.54
4605,2026-01-30 16:21,28.22816,74.77989,4.12,122.76,28.84,24.0,662.7,200,657.26,1,86.75,8.35,1,68.72
4606,2026-01-11 06:36,19.54797,87.18469,23.2,156.43,37.55,14.57,1448.19,370,655.03,4,45.7,189.44,1,177.77
4607,2026-01-18 08:23,25.7137,69.30904,19.21,76.71,35.2,12.94,957.21,100,279.77,1,83.43,6.04,1,54.04
4608,2026-01-12 14:30,12.99948,78.21124,12.78,109.02,29.53,13.34,1496.54,150,5.0,1,82.18,3.86,1,47.67
4609,2026-02-15 16:53,9.4013,78.24942,41.13,113.33,35.85,21.91,1101.72,180,295.71,1,98.81,8.05,1,74.69
4610,2026-01-27 10:34,24.76877,74.08984,0.0,97.57,31.24,5.83,570.57,200,516.12,1,93.06,1.82,1,48.28
4611,2026-01-31 14:34,24.90044,86.30786,0.0,36.95,36.92,16.91,1388.87,360,223.31,4,47.65,148.33,1,124.29
4612,2026-02-15 06:23,18.47235,79.01441,16.74,128.81,30.85,19.4,1807.51,100,244.86,1,76.73,6.38,1,66.41
4613,2026-02-20 12:23,22.59169,82.46083,6.38,30.0,30.53,30.15,535.68,100,344.87,1,88.29,3.36,1,51.6
4614,2026-02-03 05:52,25.10607,81.45368,0.0,70.57,38.86,23.36,0.0,120,663.42,1,85.82,4.31,1,32.82
4615,2026-02-08 13:18,17.38037,77.83579,13.11,173.46,27.89,27.67,381.75,180,465.58,1,92.15,4.12,1,64.87
4616,2026-01-12 16:25,23.52465,69.26308,35.95,102.41,25.18,30.77,1442.75,120,40.64,1,78.59,7.23,1,78.18
4617,2026-01-03 19:10,18.64815,73.71568,10.77,147.56,32.75,31.58,2458.73,180,495.87,1,79.89,2.73,1,66.83
4618,2026-02-21 04:53,18.83428,75.88375,16.33,95.05,18.54,32.81,916.53,180,673.09,1,95.38,2.02,1,53.47
4619,2026-01-05 10:38,25.2079,70.54157,28.58,30.0,24.1,2.03,756.87,360,640.6,5,47.64,132.84,1,160.67
4620,2026-02-14 13:47,9.46838,74.6765,22.93,111.53,26.44,28.15,1197.09,200,360.66,1,76.7,3.73,1,63.46
4621,2026-01-28 04:27,15.59283,77.84408,0.0,142.7,22.19,20.86,924.91,120,602.98,1,88.33,1.59,1,67.12
4622,2026-02-17 04:45,8.11145,74.48679,13.73,136.26,21.23,0.09,15.78,120,41.46,1,85.38,4.69,0,78.66
4623,2026-02-03 12:59,12.27248,71.8519,30.12,70.15,30.05,7.01,1918.74,120,238.51,1,99.13,8.0,1,77.71
4624,2026-03-01 16:16,12.23891,83.39392,27.51,53.04,21.32,13.07,1600.81,120,250.1,1,82.59,4.58,1,74.69
4625,2026-02-07 20:32,23.16198,85.41312,12.45,81.89,25.62,9.65,1359.26,350,787.62,2,40.98,275.7,1,133.98
4626,2026-02-14 15:35,23.79635,76.50323,4.55,111.4,29.66,16.84,315.77,200,477.59,1,93.62,5.5,1,45.78
4627,2026-01-17 00:39,26.14709,81.17133,12.9,177.81,22.27,2.77,887.55,370,60.29,5,54.17,91.88,1,155.9
4628,2026-02-06 06:53,21.52016,85.54313,16.58,88.46,28.59,30.17,1137.79,360,43.45,3,33.0,143.34,1,124.67
4629,2026-02-09 15:29,18.63908,70.11312,11.33,110.02,33.52,21.56,2000.82,380,278.88,4,48.68,91.77,1,128.76
4630,2026-01-10 23:37,21.13101,84.79012,0.0,101.67,32.52,6.12,1203.74,370,466.25,3,54.64,267.47,1,120.88
4631,2026-02-05 05:28,8.59486,73.93386,14.8,104.71,26.79,25.26,736.29,120,430.37,1,89.66,9.34,1,58.26
4632,2026-02-16 06:35,13.52586,73.84187,31.61,140.25,26.25,14.83,991.03,350,634.6,5,62.82,213.13,1,143.44
4633,2026-02-14 06:54,17.2863,70.72081,8.25,101.72,33.44,0.74,13.44,100,48.2,1,83.66,4.67,0,60.32
4634,2026-03-02 02:17,15.00932,80.42514,4.24,102.71,35.31,21.35,1399.32,360,589.85,3,36.09,91.31,1,124.26
4635,2026-02-02 23:31,18.83514,75.91572,36.97,30.0,36.46,26.6,709.53,150,375.55,1,87.46,8.41,1,67.03
4636,2026-01-09 16:27,19.69272,82.02575,41.64,72.72,33.43,3.76,1585.63,120,128.12,1,83.12,9.92,1,81.55
4637,2026-01-26 15:04,18.6309,77.57038,10.94,128.51,30.2,21.41,1436.93,100,357.36,1,78.65,2.78,1,69.54
4638,2026-01-10 06:50,21.68102,88.44581,0.0,49.9,28.35,15.6,1465.17,100,436.23,1,76.13,0.94,1,54.99
4639,2026-01-05 01:44,26.08901,82.11157,1.5,67.77,32.1,35.53,1589.36,180,382.61,1,96.62,4.07,1,52.88
4640,2026-01-06 06:03,18.67255,73.42469,29.53,30.0,30.64,19.34,1456.31,120,441.14,1,99.65,0.89,1,67.29
4641,2026-02-28 07:57,23.70405,77.65748,0.0,45.51,23.07,14.55,1114.34,100,266.06,1,75.1,8.78,1,53.57
4642,2026-02-18 10:36,21.50135,86.08168,22.4,80.81,35.76,26.78,736.41,360,103.57,4,39.89,241.85,1,146.24
4643,2026-01-04 11:00,14.94917,71.54273,0.0,41.24,25.22,15.93,2740.4,370,120.05,2,64.83,196.65,1,104.25
4644,2026-02-24 20:36,18.47074,75.63327,4.01,151.22,21.26,21.56,1827.29,180,197.24,1,98.96,0.8,1,77.44
4645,2026-01-20 03:10,8.92025,82.04895,25.22,128.21,21.48,2.78,45.66,360,12.88,5,37.39,57.65,0,184.31
4646,2026-02-28 06:33,17.3682,78.7275,16.57,118.98,19.75,22.25,0.0,120,258.25,1,95.94,1.17,1,46.71
4647,2026-01-08 11:57,24.2583,76.33671,8.56,118.72,36.29,24.52,1412.37,200,530.71,1,79.03,9.51,1,54.99
4648,2026-01-21 14:23,15.22331,78.61872,13.72,50.39,30.68,27.87,377.08,180,269.56,1,91.71,0.74,1,50.45
4649,2026-01-10 21:09,10.56037,78.19762,11.74,87.11,30.27,1.86,27.98,150,45.35,1,97.97,4.66,0,66.09
4650,2026-02-12 16:54,21.33644,83.65552,12.14,60.75,46.05,20.92,1140.36,120,359.82,1,78.69,1.28,1,44.45
4651,2026-01-02 20:26,14.86361,76.93197,0.0,149.12,30.47,25.92,77.13,200,253.96,1,75.32,0.55,1,76.73
4652,2026-02-17 08:51,17.93485,84.52131,18.66,46.55,33.57,11.87,1935.22,200,435.73,1,89.86,2.72,1,43.13
4653,2026-01-21 00:19,15.11877,86.60273,20.88,30.0,32.01,16.45,1113.6,380,620.46,5,46.3,96.87,1,150.68
4654,2026-02-13 05:03,23.64128,69.07504,45.17,245.66,21.98,0.41,20.48,370,27.29,5,45.75,264.91,0,182.16
4655,2026-02-17 02:42,15.17502,77.82141,1.72,79.44,33.03,0.4,48.73,200,7.03,1,76.69,7.35,0,59.76
4656,2026-01-12 04:20,27.77949,80.76699,0.0,76.96,29.38,30.53,194.26,380,323.5,5,46.21,285.47,1,137.67
4657,2026-02-21 22:55,16.04107,73.27018,35.06,103.9,30.39,30.78,888.0,380,486.44,4,36.55,199.39,1,152.41
4658,2026-01-20 03:37,22.43635,68.70211,4.72,88.53,27.81,23.26,868.48,120,419.6,1,93.81,8.04,1,44.6
4659,2026-01-25 09:00,11.98691,86.2992,0.0,30.0,36.36,21.16,0.0,370,188.37,4,62.58,95.79,1,104.07
4660,2026-02-20 12:50,19.21884,84.43582,0.0,82.79,41.01,20.24,1261.54,350,712.6,4,54.28,250.78,1,128.58
4661,2026-01-15 00:41,21.50047,68.66207,14.43,68.94,28.84,10.55,742.05,100,371.56,1,76.98,8.38,1,49.19
4662,2026-01-14 20:58,14.907,78.53071,0.0,65.46,28.41,2.38,47.72,120,8.27,1,97.64,2.99,0,52.38
4663,2026-01-26 23:37,20.71377,75.76615,10.14,127.25,33.93,24.06,1136.76,380,247.31,3,66.05,174.35,1,113.78
4664,2026-01-24 21:12,18.68511,84.20951,18.01,83.32,26.89,2.67,40.48,180,17.17,1,96.32,1.03,0,61.13
4665,2026-02-05 10:54,8.71202,69.69275,3.65,86.53,21.51,22.19,1488.02,380,275.73,3,34.25,195.81,1,129.16
4666,2026-01-19 18:23,28.12406,71.13983,9.18,183.68,23.1,32.35,2045.96,360,460.26,3,61.32,293.09,1,121.55
4667,2026-01-30 08:56,20.23849,78.07921,39.19,103.53,22.1,12.0,1100.09,120,144.14,1,94.13,5.02,1,63.7
4668,2026-01-03 13:31,14.22651,78.72714,25.55,137.44,37.77,2.36,41.25,380,15.22,2,34.86,53.88,0,184.44
4669,2026-02-25 09:47,10.11131,72.24402,9.35,86.54,38.12,13.23,743.25,120,649.86,1,95.49,5.98,1,45.02
4670,2026-02-03 18:27,11.62122,78.09467,2.21,57.33,26.15,1.11,47.74,100,47.62,1,90.88,2.22,0,72.62
4671,2026-02-02 20:39,9.08667,72.52398,27.87,122.65,30.88,6.27,670.26,100,398.83,1,80.49,0.98,1,91.85
4672,2026-01-16 18:56,21.2578,73.26239,13.3,101.95,27.19,26.09,1580.0,200,486.38,1,83.08,0.8,1,45.35
4673,2026-01-18 16:21,10.27702,68.08622,0.0,48.37,31.84,13.68,1046.03,150,483.26,1,98.42,9.06,1,52.22
4674,2026-01-16 05:44,9.13418,88.46871,5.69,105.54,29.28,12.31,1065.9,100,549.7,1,99.49,1.32,1,44.32
4675,2026-01-17 10:27,13.38955,84.83188,13.3,34.54,18.48,15.27,0.0,200,405.92,1,82.0,6.43,1,45.33
4676,2026-01-01 11:52,23.47448,84.58946,46.39,138.0,23.89,15.44,1732.49,150,423.19,1,85.48,3.48,1,93.39
4677,2026-02-02 21:50,26.53707,75.79537,12.96,134.7,31.86,17.42,993.78,120,414.68,1,94.92,5.33,1,74.49
4678,2026-02-05 14:53,11.70261,76.75617,4.13,98.96,24.5,17.04,466.25,150,375.37,1,86.33,6.29,1,46.31
